datetime,ticker,close,rolling_mean,lower_band,upper_band,bandas_anom,if_anom,both_anom,bandas_only,if_only,combined_or,combined_and
2022-12-23,^MXX,50578.08984375,50596.610546875,49285.042169003784,51908.17892474622,0,0,0,0,0,0,0
2022-12-26,^MXX,50273.890625,50526.873046875,49310.43835759082,51743.30773615918,0,0,0,0,0,0,0
2022-12-27,^MXX,50440.01953125,50494.8076171875,49306.42546245223,51683.18977192277,0,0,0,0,0,0,0
2022-12-28,^MXX,49648.2109375,50468.515234375,49228.123283910994,51708.90718483901,0,0,0,0,0,0,0
2022-12-29,^MXX,49517.859375,50360.165234375,49190.57898718133,51529.75148156867,0,0,0,0,0,0,0
2022-12-30,^MXX,48463.859375,50210.4806640625,48877.396514412074,51543.56481371293,1,0,0,1,0,1,0
2023-01-02,^MXX,48993.23828125,50098.4240234375,48751.03028150225,51445.817765372754,0,0,0,0,0,0,0
2023-01-03,^MXX,49050.4609375,50010.9740234375,48628.58053617753,51393.36751069747,0,0,0,0,0,0,0
2023-01-04,^MXX,50161.26953125,49968.005078125,48666.70811038212,51269.30204586789,0,1,0,0,1,1,0
2023-01-05,^MXX,50805.2109375,49971.967578125,48660.509724813746,51283.42543143625,0,0,0,0,0,0,0
2023-01-06,^MXX,51730.5,50004.5576171875,48552.44719501902,51456.66803935598,1,0,0,1,0,1,0
2023-01-09,^MXX,52280.05078125,50095.24765625,48329.122975609,51861.372336891,1,0,0,1,0,1,0
2023-01-10,^MXX,52344.01953125,50195.7935546875,48163.71431088587,52227.87279848913,1,0,0,1,0,1,0
2023-01-11,^MXX,53209.0,50353.85859375,47918.49700726361,52789.22018023639,1,0,0,1,0,1,0
2023-01-12,^MXX,53593.859375,50566.4345703125,47785.187302397455,53347.681838227545,1,0,0,1,0,1,0
2023-01-13,^MXX,53576.71875,50763.7630859375,47715.06168875877,53812.46448311623,0,0,0,0,0,0,0
2023-01-16,^MXX,53631.890625,50948.0525390625,47670.454279866106,54225.65079825889,0,0,0,0,0,0,0
2023-01-17,^MXX,53128.96875,51097.5298828125,47704.55783990905,54490.50192571595,0,0,0,0,0,0,0
2023-01-18,^MXX,53218.828125,51237.158203125,47732.496179441056,54741.820226808944,0,0,0,0,0,0,0
2023-01-19,^MXX,53382.6484375,51401.4296875,47814.71209987255,54988.14727512745,0,0,0,0,0,0,0
2023-01-20,^MXX,53947.0390625,51569.8771484375,47832.686333104706,55307.0679637703,0,0,0,0,0,0,0
2023-01-23,^MXX,54341.25,51773.2451171875,47893.063815057045,55653.426419317955,0,0,0,0,0,0,0
2023-01-24,^MXX,54870.5,51994.769140625,47933.42058472125,56056.11769652875,0,0,0,0,0,0,0
2023-01-25,^MXX,54871.359375,52255.9265625,48158.3407665924,56353.51235840759,0,0,0,0,0,0,0
2023-01-26,^MXX,55164.01171875,52538.2341796875,48456.96786501174,56619.50049436325,0,0,0,0,0,0,0
2023-01-27,^MXX,54774.91015625,52853.78671875,49139.51236869276,56568.06106880724,0,0,0,0,0,0,0
2023-01-30,^MXX,54521.4296875,53130.1962890625,49825.35565838554,56435.03691973946,0,0,0,0,0,0,0
2023-01-31,^MXX,54564.26953125,53405.88671875,50661.64542442331,56150.12801307669,0,0,0,0,0,0,0
2023-02-01,^MXX,55018.91015625,53648.76875,51279.40034064261,56018.13715935739,0,0,0,0,0,0,0
2023-02-02,^MXX,53874.91015625,53802.2537109375,51846.951991352886,55757.55543052211,0,0,0,0,0,0,0
2023-02-03,^MXX,54049.05078125,53918.18125,52222.35452484763,55614.00797515237,0,0,0,0,0,0,0
2023-02-07,^MXX,53335.51171875,53970.954296875,52431.26760292577,55510.640990824235,0,0,0,0,0,0,0
2023-02-08,^MXX,53125.01171875,54010.00390625,52610.85217279981,55409.15563970019,0,0,0,0,0,0,0
2023-02-09,^MXX,52801.4296875,53989.625390625,52530.75342703575,55448.49735421425,0,0,0,0,0,0,0
2023-02-10,^MXX,52482.01953125,53934.0333984375,52333.77713768374,55534.289659191265,0,0,0,0,0,0,0
2023-02-13,^MXX,53050.828125,53907.7388671875,52266.01671459706,55549.46101977794,0,0,0,0,0,0,0
2023-02-14,^MXX,52663.12109375,53859.300390625,52128.55667132798,55590.044109922026,0,0,0,0,0,0,0
2023-02-15,^MXX,53422.23828125,53873.9638671875,52164.4339665722,55583.4937678028,0,0,0,0,0,0,0
2023-02-16,^MXX,54015.8203125,53913.8134765625,52231.6469619778,55595.9799911472,0,0,0,0,0,0,0
2023-02-17,^MXX,53789.640625,53934.1630859375,52269.29385860517,55599.03231326983,0,0,0,0,0,0,0
2023-02-20,^MXX,53908.55078125,53932.238671875,52267.343134355375,55597.13420939462,0,0,0,0,0,0,0
